This file is created using RaceChrono v4.3.6 ( http://www.racechrono.com/ ).

Session title,"Zandvoort"
Session type,Lap timing
Track name,"Zandvoort"
Driver name,
Export scope,Fragment 2
Created,27/06/2013,07:31
Note,

Lap #,Timestamp (s),Distance (m),Distance (km),Locked satellites,Latitude (deg),Longitude (deg),Speed (m/s),Speed (kph),Speed (mph),Altitude (m),Bearing (deg),Longitudinal Acceleration (G),Lateral Acceleration (G),X-position (m),Y-position (m),RPM (rpm),Throttle Position (%),Trap name
50,45799.000,66785.234,66.785234,9,52.3879950,4.5472017,38.78,139.62,86.76,-0.60,259.64,0.12,0.22,504.57,69.13,,,
50,45799.200,66793.067,66.793067,9,52.3879817,4.5470883,39.10,140.75,87.46,-0.60,259.08,0.16,0.19,496.88,67.64,,,
50,45799.400,66800.937,66.800937,9,52.3879667,4.5469750,39.40,141.83,88.13,-0.60,258.09,0.15,0.35,489.19,65.98,,,
50,45799.600,66808.807,66.808807,9,52.3879517,4.5468617,39.68,142.86,88.77,-0.50,257.40,0.15,0.24,481.50,64.31,,,
50,45799.800,66816.787,66.816787,9,52.3879367,4.5467467,39.92,143.72,89.30,-0.40,257.22,0.12,0.06,473.69,62.64,,,
50,45800.000,66824.853,66.824853,9,52.3879183,4.5466317,40.26,144.92,90.05,-0.30,256.62,0.17,0.21,465.89,60.60,,,
50,45800.200,66832.985,66.832985,9,52.3879017,4.5465150,40.37,145.35,90.31,-0.20,256.22,0.06,0.14,457.97,58.75,,,
50,45800.400,66841.160,66.841160,9,52.3878833,4.5463983,40.73,146.64,91.12,-0.10,255.84,0.18,0.14,450.05,56.71,,,
50,45800.600,66849.336,66.849336,9,52.3878650,4.5462817,40.53,145.92,90.67,0.00,255.32,-0.10,0.19,442.13,54.67,,,
50,45800.800,66857.402,66.857402,9,52.3878467,4.5461667,40.42,145.51,90.42,0.10,254.99,-0.06,0.12,434.33,52.63,,,
50,45801.000,66865.626,66.865626,9,52.3878267,4.5460500,40.80,146.86,91.26,0.20,254.64,0.19,0.13,426.41,50.41,,,
50,45801.200,66873.850,66.873850,9,52.3878067,4.5459333,41.03,147.72,91.79,0.30,253.97,0.12,0.24,418.50,48.18,,,
50,45801.400,66882.126,66.882126,9,52.3877850,4.5458167,41.20,148.31,92.16,0.30,253.39,0.08,0.21,410.58,45.78,,,
50,45801.600,66890.402,66.890402,9,52.3877633,4.5457000,41.40,149.03,92.60,0.30,252.66,0.10,0.27,402.66,43.37,,,
50,45801.800,66898.733,66.898733,9,52.3877400,4.5455833,41.67,150.01,93.21,0.30,251.82,0.14,0.31,394.74,40.77,,,
50,45802.000,66907.125,66.907125,9,52.3877150,4.5454667,41.88,150.75,93.67,0.30,250.88,0.11,0.35,386.83,37.99,,,
50,45802.200,66915.579,66.915579,9,52.3876883,4.5453500,42.06,151.42,94.09,0.20,250.07,0.09,0.30,378.91,35.03,,,
50,45802.400,66924.034,66.924034,9,52.3876617,4.5452333,42.25,152.10,94.51,0.10,249.32,0.10,0.28,370.99,32.06,,,
50,45802.600,66932.555,66.932555,9,52.3876333,4.5451167,42.45,152.81,94.95,-0.10,248.64,0.10,0.26,363.07,28.91,,,
50,45802.701,66936.894,66.936894,9,52.3876182,4.5450578,42.29,152.23,94.59,-0.15,248.21,-0.03,0.21,359.08,27.22,,,Split 3
50,45802.800,66941.147,66.941147,9,52.3876033,4.5450000,42.13,151.66,94.24,-0.20,248.21,-0.16,0.16,355.16,25.57,,,
50,45803.000,66949.668,66.949668,9,52.3875750,4.5448833,41.42,149.12,92.66,-0.40,247.79,-0.36,0.15,347.24,22.42,,,
50,45803.200,66957.948,66.957948,9,52.3875450,4.5447717,40.35,145.25,90.26,-0.60,247.25,-0.55,0.19,339.66,19.09,,,
50,45803.400,66965.946,66.965946,9,52.3875167,4.5446633,38.72,139.40,86.62,-0.70,246.70,-0.83,0.19,332.31,15.94,,,
50,45803.600,66973.560,66.973560,9,52.3874900,4.5445600,37.13,133.68,83.06,-0.80,246.21,-0.81,0.16,325.30,12.97,,,
50,45803.800,66980.966,66.980966,9,52.3874633,4.5444600,35.71,128.57,79.89,-1.00,245.82,-0.72,0.12,318.51,10.01,,,
50,45804.000,66988.062,66.988062,9,52.3874367,4.5443650,34.28,123.40,76.68,-1.20,245.33,-0.73,0.15,312.06,7.04,,,
50,45804.200,66994.773,66.994773,9,52.3874117,4.5442750,32.60,117.36,72.92,-1.40,244.71,-0.85,0.18,305.96,4.26,,,
50,45804.400,67001.176,67.001176,9,52.3873867,4.5441900,31.21,112.36,69.82,-1.50,244.42,-0.71,0.08,300.19,1.48,,,
50,45804.600,67007.194,67.007194,9,52.3873633,4.5441100,29.98,107.92,67.06,-1.70,244.17,-0.63,0.07,294.76,-1.11,,,
50,45804.800,67013.109,67.013109,9,52.3873400,4.5440317,28.55,102.79,63.87,-1.80,244.05,-0.73,0.03,289.44,-3.71,,,
50,45805.000,67018.638,67.018638,9,52.3873183,4.5439583,27.12,97.62,60.66,-1.90,243.91,-0.73,0.03,284.47,-6.12,,,
50,45805.200,67023.965,67.023965,9,52.3872967,4.5438883,25.69,92.47,57.46,-2.00,243.47,-0.73,0.10,279.71,-8.52,,,
50,45805.400,67028.824,67.028824,9,52.3872783,4.5438233,24.40,87.86,54.59,-2.00,243.52,-0.65,-0.01,275.30,-10.56,,,
50,45805.600,67033.563,67.033563,9,52.3872583,4.5437617,22.84,82.23,51.09,-2.10,244.19,-0.80,-0.14,271.12,-12.79,,,
50,45805.800,67038.037,67.038037,9,52.3872417,4.5437017,21.70,78.12,48.54,-2.30,245.19,-0.58,-0.19,267.05,-14.64,,,
50,45806.000,67042.229,67.042229,9,52.3872267,4.5436450,20.27,72.97,45.34,-2.40,247.81,-0.73,-0.47,263.20,-16.31,,,
50,45806.200,67046.140,67.046140,9,52.3872133,4.5435917,19.08,68.69,42.68,-2.60,251.12,-0.61,-0.56,259.58,-17.79,,,
50,45806.400,67049.819,67.049819,9,52.3872033,4.5435400,18.62,67.02,41.65,-2.60,254.69,-0.24,-0.59,256.08,-18.90,,,
50,45806.600,67053.513,67.053513,9,52.3871967,4.5434867,18.18,65.43,40.66,-2.50,259.55,-0.23,-0.79,252.46,-19.64,,,
50,45806.800,67057.063,67.057063,9,52.3871917,4.5434350,18.09,65.12,40.46,-2.50,264.93,-0.04,-0.87,248.95,-20.20,,,
50,45807.000,67060.575,67.060575,9,52.3871900,4.5433833,18.24,65.65,40.80,-2.60,269.47,0.08,-0.74,245.44,-20.39,,,
50,45807.200,67064.199,67.064199,9,52.3871917,4.5433300,18.34,66.04,41.04,-2.70,274.71,0.06,-0.86,241.82,-20.20,,,
50,45807.400,67067.861,67.067861,9,52.3871967,4.5432767,18.35,66.06,41.05,-2.90,280.49,0.00,-0.94,238.20,-19.64,,,
50,45807.600,67071.597,67.071597,9,52.3872050,4.5432233,18.57,66.84,41.53,-2.90,286.06,0.11,-0.92,234.59,-18.72,,,
50,45807.800,67075.336,67.075336,9,52.3872167,4.5431717,18.55,66.78,41.50,-2.90,292.03,-0.01,-0.98,231.08,-17.42,,,
50,45808.000,67079.015,67.079015,9,52.3872317,4.5431233,18.83,67.78,42.12,-2.70,297.28,0.14,-0.88,227.80,-15.75,,,
50,45808.200,67082.782,67.082782,9,52.3872500,4.5430767,19.13,68.88,42.80,-2.70,303.34,0.15,-1.03,224.63,-13.71,,,
50,45808.400,67086.560,67.086560,9,52.3872700,4.5430317,19.41,69.88,43.42,-2.70,308.17,0.14,-0.83,221.58,-11.49,,,
50,45808.600,67090.567,67.090567,9,52.3872933,4.5429867,19.88,71.58,44.48,-2.70,312.99,0.24,-0.85,218.52,-8.90,,,
50,45808.800,67094.452,67.094452,9,52.3873183,4.5429467,20.35,73.25,45.51,-2.70,317.61,0.24,-0.84,215.81,-6.12,,,
50,45809.000,67098.538,67.098538,9,52.3873467,4.5429083,20.65,74.34,46.19,-2.70,320.17,0.15,-0.47,213.21,-2.97,,,
50,45809.200,67102.697,67.102697,9,52.3873750,4.5428683,20.99,75.56,46.95,-2.70,318.99,0.17,0.22,210.49,0.19,,,
50,45809.400,67106.930,67.106930,9,52.3874033,4.5428267,20.64,74.30,46.17,-2.70,313.65,-0.18,0.98,207.67,3.34,,,
50,45809.600,67111.060,67.111060,9,52.3874283,4.5427817,20.89,75.21,46.73,-2.70,309.34,0.13,0.80,204.61,6.12,,,
50,45809.800,67115.221,67.115221,9,52.3874500,4.5427317,20.48,73.73,45.81,-2.60,303.32,-0.21,1.10,201.22,8.52,,,
50,45810.000,67119.374,67.119374,9,52.3874700,4.5426800,20.30,73.10,45.42,-2.70,297.56,-0.09,1.04,197.71,10.75,,,
50,45810.200,67123.462,67.123462,9,52.3874850,4.5426250,20.32,73.13,45.44,-2.70,290.23,0.01,1.32,193.98,12.42,,,
50,45810.400,67127.628,67.127628,9,52.3874967,4.5425667,20.15,72.54,45.08,-2.70,283.81,-0.08,1.15,190.02,13.71,,,
50,45810.600,67131.544,67.131544,8,52.3875033,4.5425100,20.01,72.04,44.77,-2.80,278.28,-0.07,0.98,186.17,14.46,,,
50,45810.800,67135.408,67.135408,8,52.3875067,4.5424533,20.01,72.03,44.75,-2.70,271.13,-0.00,1.27,182.33,14.83,,,
50,45811.000,67139.371,67.139371,8,52.3875050,4.5423950,20.00,71.99,44.73,-2.80,264.67,-0.01,1.15,178.37,14.64,,,
50,45811.200,67143.398,67.143398,8,52.3874983,4.5423367,19.76,71.15,44.21,-2.70,256.09,-0.12,1.51,174.41,13.90,,,
50,45811.400,67147.293,67.147293,8,52.3874883,4.5422817,19.56,70.41,43.75,-2.80,248.79,-0.10,1.27,170.68,12.79,,,
50,45811.600,67151.176,67.151176,9,52.3874733,4.5422300,19.58,70.51,43.81,-2.80,241.64,0.01,1.25,167.17,11.12,,,
50,45811.800,67154.943,67.154943,7,52.3874567,4.5421817,19.96,71.84,44.64,-2.70,235.12,0.19,1.16,163.89,9.27,,,
50,45812.000,67159.037,67.159037,7,52.3874333,4.5421350,20.46,73.65,45.77,-2.50,228.90,0.26,1.13,160.73,6.67,,,
50,45812.200,67163.135,67.163135,7,52.3874067,4.5420933,20.93,75.34,46.81,-2.40,221.57,0.24,1.36,157.90,3.71,,,
50,45812.400,67167.365,67.167365,7,52.3873767,4.5420550,21.15,76.15,47.32,-2.40,215.64,0.12,1.12,155.30,0.37,,,
50,45812.600,67171.612,67.171612,8,52.3873450,4.5420200,21.55,77.58,48.21,-2.30,209.43,0.20,1.19,152.92,-3.15,,,
50,45812.800,67176.120,67.176120,9,52.3873083,4.5419917,21.81,78.51,48.78,-2.30,203.69,0.13,1.11,151.00,-7.23,,,
50,45813.000,67180.629,67.180629,9,52.3872700,4.5419700,22.26,80.14,49.79,-2.30,197.49,0.23,1.23,149.53,-11.49,,,
50,45813.200,67185.248,67.185248,9,52.3872300,4.5419517,22.82,82.16,51.05,-2.20,192.45,0.29,1.02,148.28,-15.94,,,
50,45813.400,67189.948,67.189948,9,52.3871883,4.5419400,23.56,84.82,52.71,-2.00,188.53,0.38,0.82,147.49,-20.57,,,
50,45813.600,67194.788,67.194788,9,52.3871450,4.5419333,23.89,86.01,53.44,-1.90,184.82,0.17,0.79,147.04,-25.39,,,
50,45813.800,67199.611,67.199611,9,52.3871017,4.5419300,24.43,87.93,54.64,-1.90,181.65,0.27,0.69,146.81,-30.21,,,
50,45814.000,67204.802,67.204802,9,52.3870550,4.5419317,25.04,90.15,56.02,-1.90,178.65,0.31,0.67,146.93,-35.40,,,
50,45814.200,67209.817,67.209817,9,52.3870100,4.5419367,25.56,92.03,57.18,-2.10,175.38,0.27,0.74,147.27,-40.40,,,
50,45814.400,67215.221,67.215221,9,52.3869617,4.5419450,26.14,94.12,58.48,-2.20,171.98,0.30,0.79,147.83,-45.78,,,
50,45814.600,67220.488,67.220488,9,52.3869150,4.5419583,26.73,96.23,59.80,-2.20,169.27,0.30,0.64,148.74,-50.96,,,
50,45814.800,67225.981,67.225981,9,52.3868667,4.5419750,27.26,98.14,60.98,-2.10,167.71,0.27,0.38,149.87,-56.34,,,
50,45815.000,67231.497,67.231497,9,52.3868183,4.5419933,27.84,100.21,62.27,-2.10,166.74,0.29,0.24,151.11,-61.71,,,
50,45815.200,67237.248,67.237248,9,52.3867683,4.5420150,28.48,102.55,63.72,-2.10,166.19,0.33,0.14,152.58,-67.27,,,
50,45815.400,67242.999,67.242999,9,52.3867183,4.5420367,29.14,104.90,65.18,-2.10,165.74,0.33,0.12,154.05,-72.83,,,
50,45815.600,67249.109,67.249109,9,52.3866650,4.5420583,29.48,106.12,65.94,-2.10,165.26,0.17,0.13,155.52,-78.76,,,
50,45815.800,67255.068,67.255068,9,52.3866133,4.5420817,30.00,107.99,67.10,-2.00,165.24,0.26,0.01,157.11,-84.51,,,
50,45816.000,67261.386,67.261386,8,52.3865583,4.5421050,30.36,109.31,67.92,-2.00,165.08,0.19,0.04,158.69,-90.62,,,
50,45816.200,67267.554,67.267554,8,52.3865050,4.5421300,30.82,110.95,68.94,-2.00,165.08,0.23,0.00,160.39,-96.55,,,
50,45816.400,67273.871,67.273871,8,52.3864500,4.5421533,30.66,110.36,68.58,-1.90,165.39,-0.08,-0.08,161.97,-102.67,,,
50,45816.600,67280.009,67.280009,8,52.3863967,4.5421767,30.84,111.01,68.98,-1.90,165.73,0.09,-0.09,163.56,-108.60,,,
50,45816.800,67286.299,67.286299,9,52.3863417,4.5421983,31.25,112.49,69.90,-2.10,166.11,0.21,-0.11,165.03,-114.72,,,
50,45817.000,67292.589,67.292589,9,52.3862867,4.5422200,31.66,113.99,70.83,-2.10,166.67,0.21,-0.16,166.50,-120.83,,,
50,45817.200,67299.086,67.299086,9,52.3862300,4.5422433,32.17,115.80,71.96,-2.10,167.29,0.26,-0.18,168.08,-127.13,,,
50,45817.400,67305.532,67.305532,9,52.3861733,4.5422633,32.53,117.10,72.76,-2.00,167.59,0.18,-0.09,169.44,-133.43,,,
50,45817.600,67312.209,67.312209,9,52.3861150,4.5422867,33.04,118.94,73.90,-2.00,167.97,0.26,-0.11,171.02,-139.92,,,
50,45817.800,67318.860,67.318860,9,52.3860567,4.5423083,33.44,120.38,74.80,-1.90,168.20,0.20,-0.07,172.49,-146.41,,,
50,45818.000,67325.692,67.325692,9,52.3859967,4.5423300,33.80,121.69,75.62,-1.90,168.60,0.19,-0.12,173.96,-153.08,,,
50,45818.200,67332.682,67.332682,9,52.3859350,4.5423500,34.24,123.25,76.58,-1.90,168.94,0.22,-0.10,175.32,-159.94,,,
50,45818.400,67339.490,67.339490,9,52.3858750,4.5423700,34.67,124.80,77.55,-1.90,169.19,0.22,-0.08,176.68,-166.61,,,
50,45818.600,67346.662,67.346662,9,52.3858117,4.5423900,35.05,126.19,78.41,-1.80,169.60,0.20,-0.13,178.03,-173.65,,,
50,45818.800,67353.834,67.353834,9,52.3857483,4.5424100,35.49,127.77,79.39,-1.60,169.57,0.22,0.01,179.39,-180.69,,,
50,45819.000,67361.168,67.361168,9,52.3856833,4.5424283,35.88,129.16,80.25,-1.50,169.71,0.20,-0.04,180.64,-187.92,,,
50,45819.200,67368.340,67.368340,9,52.3856200,4.5424483,36.18,130.25,80.93,-1.50,169.72,0.15,-0.00,181.99,-194.96,,,
50,45819.400,67375.857,67.375857,9,52.3855533,4.5424667,36.75,132.29,82.20,-1.50,169.84,0.29,-0.04,183.24,-202.37,,,
50,45819.600,67383.393,67.383393,9,52.3854867,4.5424867,36.99,133.18,82.75,-1.50,169.90,0.13,-0.02,184.60,-209.79,,,
50,45819.800,67390.727,67.390727,9,52.3854217,4.5425050,36.75,132.31,82.21,-1.50,170.06,-0.12,-0.05,185.84,-217.02,,,
50,45820.000,67398.081,67.398081,9,52.3853567,4.5425250,35.76,128.73,79.99,-1.40,170.04,-0.51,0.01,187.20,-224.24,,,
50,45820.200,67405.050,67.405050,9,52.3852950,4.5425433,33.97,122.29,75.99,-1.30,169.89,-0.91,0.05,188.44,-231.10,,,
50,45820.400,67411.837,67.411837,9,52.3852350,4.5425617,32.14,115.71,71.90,-1.00,170.27,-0.93,-0.11,189.69,-237.77,,,
50,45820.600,67418.019,67.418019,9,52.3851800,4.5425750,30.16,108.58,67.47,-0.90,170.96,-1.01,-0.19,190.59,-243.89,,,
50,45820.800,67424.002,67.424002,9,52.3851267,4.5425867,28.22,101.58,63.12,-0.70,172.42,-0.99,-0.37,191.38,-249.82,,,
50,45821.000,67429.775,67.429775,9,52.3850750,4.5425950,26.86,96.71,60.09,-0.60,174.91,-0.69,-0.60,191.95,-255.56,,,
50,45821.200,67435.154,67.435154,9,52.3850267,4.5425983,26.15,94.15,58.50,-0.50,178.13,-0.36,-0.75,192.17,-260.94,,,
50,45821.400,67440.528,67.440528,9,52.3849783,4.5425983,25.68,92.43,57.44,-0.40,182.06,-0.24,-0.90,192.17,-266.31,,,
50,45821.600,67445.564,67.445564,9,52.3849333,4.5425900,25.66,92.38,57.40,-0.30,186.61,-0.01,-1.04,191.61,-271.32,,,
50,45821.800,67450.630,67.450630,9,52.3848883,4.5425783,25.33,91.19,56.66,-0.30,191.38,-0.17,-1.07,190.82,-276.32,,,
50,45822.000,67455.786,67.455786,8,52.3848433,4.5425600,25.47,91.69,56.97,-0.50,196.84,0.07,-1.24,189.57,-281.32,,,
50,45822.200,67460.933,67.460933,8,52.3848000,4.5425333,25.71,92.55,57.50,-0.70,201.40,0.12,-1.04,187.76,-286.14,,,
50,45822.400,67466.209,67.466209,8,52.3847567,4.5425017,26.06,93.81,58.29,-0.80,206.34,0.18,-1.15,185.61,-290.96,,,
50,45822.600,67471.362,67.471362,8,52.3847167,4.5424633,26.31,94.71,58.85,-0.90,210.89,0.13,-1.06,183.01,-295.41,,,
50,45822.800,67476.694,67.476694,8,52.3846767,4.5424200,26.71,96.16,59.75,-1.00,215.25,0.20,-1.04,180.07,-299.86,,,
50,45823.000,67482.073,67.482073,9,52.3846383,4.5423717,27.03,97.30,60.46,-0.90,219.63,0.16,-1.05,176.79,-304.12,,,
50,45823.200,67487.466,67.487466,8,52.3846033,4.5423167,27.31,98.31,61.08,-1.10,223.42,0.14,-0.92,173.06,-308.01,,,
50,45823.400,67493.017,67.493017,9,52.3845683,4.5422583,27.55,99.19,61.64,-1.10,227.65,0.13,-1.04,169.10,-311.90,,,
50,45823.600,67498.662,67.498662,9,52.3845367,4.5421933,27.99,100.75,62.60,-1.10,231.51,0.22,-0.96,164.69,-315.42,,,
50,45823.800,67504.175,67.504175,9,52.3845083,4.5421267,28.16,101.38,62.99,-1.00,235.58,0.09,-1.02,160.17,-318.57,,,
50,45824.000,67509.970,67.509970,9,52.3844800,4.5420550,28.66,103.16,64.10,-0.90,239.25,0.25,-0.94,155.30,-321.72,,,
50,45824.200,67515.583,67.515583,9,52.3844567,4.5419817,28.74,103.45,64.28,-0.70,243.55,0.04,-1.10,150.32,-324.32,,,
50,45824.400,67521.317,67.521317,9,52.3844350,4.5419050,29.16,104.99,65.24,-0.50,247.40,0.22,-1.00,145.12,-326.73,,,
50,45824.600,67527.116,67.527116,9,52.3844167,4.5418250,29.16,104.97,65.23,-0.40,251.03,-0.00,-0.94,139.69,-328.77,,,
50,45824.800,67533.013,67.533013,9,52.3844017,4.5417417,29.63,106.68,66.28,-0.30,254.26,0.24,-0.85,134.04,-330.43,,,
50,45825.000,67538.926,67.538926,9,52.3843900,4.5416567,30.02,108.08,67.16,-0.20,257.12,0.20,-0.76,128.27,-331.73,,,
50,45825.200,67544.912,67.544912,9,52.3843800,4.5415700,30.28,109.01,67.73,-0.20,259.34,0.13,-0.60,122.39,-332.84,,,
50,45825.400,67550.978,67.550978,9,52.3843717,4.5414817,30.71,110.55,68.69,-0.20,261.48,0.22,-0.58,116.39,-333.77,,,
50,45825.600,67557.019,67.557019,9,52.3843650,4.5413933,31.10,111.97,69.58,-0.20,263.31,0.20,-0.51,110.40,-334.51,,,
50,45825.800,67563.284,67.563284,9,52.3843583,4.5413017,31.46,113.27,70.38,-0.20,265.35,0.18,-0.57,104.18,-335.25,,,
50,45826.000,67569.662,67.569662,9,52.3843517,4.5412083,31.82,114.57,71.19,-0.30,266.67,0.18,-0.37,97.84,-335.99,,,
50,45826.200,67576.112,67.576112,9,52.3843500,4.5411133,32.22,115.97,72.06,-0.30,268.72,0.20,-0.59,91.39,-336.18,,,
50,45826.400,67582.563,67.582563,9,52.3843483,4.5410183,32.53,117.12,72.77,-0.30,270.13,0.16,-0.41,84.95,-336.36,,,
50,45826.600,67589.013,67.589013,9,52.3843500,4.5409233,32.96,118.64,73.72,-0.30,271.36,0.22,-0.36,78.50,-336.18,,,
50,45826.800,67595.584,67.595584,9,52.3843533,4.5408267,33.35,120.06,74.60,-0.20,273.09,0.20,-0.51,71.94,-335.81,,,
50,45827.000,67602.268,67.602268,9,52.3843567,4.5407283,33.77,121.58,75.55,-0.10,273.73,0.22,-0.19,65.27,-335.44,,,
50,45827.200,67608.983,67.608983,9,52.3843633,4.5406300,34.10,122.75,76.27,0.00,275.27,0.17,-0.47,58.59,-334.70,,,
50,45827.400,67615.810,67.615810,9,52.3843700,4.5405300,34.38,123.75,76.89,0.00,277.13,0.14,-0.57,51.80,-333.96,,,
50,45827.600,67622.772,67.622772,9,52.3843783,4.5404283,34.72,125.01,77.68,0.10,279.01,0.18,-0.58,44.91,-333.03,,,
50,45827.800,67629.793,67.629793,9,52.3843900,4.5403267,34.97,125.88,78.22,0.20,281.40,0.12,-0.74,38.01,-331.73,,,
50,45828.000,67636.782,67.636782,8,52.3844050,4.5402267,35.29,127.03,78.93,0.40,283.97,0.16,-0.81,31.22,-330.06,,,
50,45828.200,67644.085,67.644085,8,52.3844233,4.5401233,35.49,127.77,79.39,0.50,287.22,0.11,-1.03,24.21,-328.03,,,
50,45828.400,67651.335,67.651335,8,52.3844433,4.5400217,35.73,128.64,79.93,0.80,290.38,0.12,-1.00,17.31,-325.80,,,
50,45828.600,67658.774,67.658774,8,52.3844683,4.5399200,35.94,129.38,80.39,1.00,292.87,0.11,-0.80,10.41,-323.02,,,
50,45828.800,67666.154,67.666154,8,52.3844967,4.5398217,36.12,130.03,80.80,1.00,296.51,0.09,-1.17,3.73,-319.87,,,
50,45829.000,67673.401,67.673401,7,52.3845283,4.5397283,36.32,130.73,81.23,1.20,299.91,0.10,-1.10,-2.60,-316.35,,,
50,45829.200,67680.644,67.680644,8,52.3845633,4.5396383,36.32,130.75,81.25,1.60,302.84,0.00,-0.95,-8.71,-312.46,,,
50,45829.400,67687.894,67.687894,9,52.3846000,4.5395500,35.96,129.47,80.45,1.90,305.66,-0.18,-0.90,-14.70,-308.38,,,
50,45829.600,67694.976,67.694976,9,52.3846383,4.5394667,35.78,128.81,80.04,2.20,309.64,-0.09,-1.27,-20.36,-304.12,,,
50,45829.800,67702.151,67.702151,9,52.3846817,4.5393883,35.79,128.84,80.06,2.50,313.46,0.01,-1.22,-25.68,-299.30,,,
50,45830.000,67709.341,67.709341,9,52.3847283,4.5393150,35.89,129.21,80.29,2.70,316.52,0.05,-0.98,-30.65,-294.11,,,
50,45830.200,67716.514,67.716514,9,52.3847767,4.5392450,36.05,129.77,80.63,2.80,319.58,0.08,-0.98,-35.40,-288.74,,,
50,45830.400,67723.758,67.723758,9,52.3848283,4.5391800,36.08,129.88,80.70,2.90,323.03,0.02,-1.11,-39.81,-282.99,,,
50,45830.600,67730.952,67.730952,9,52.3848817,4.5391200,36.25,130.51,81.10,3.10,326.23,0.09,-1.03,-43.89,-277.06,,,
50,45830.800,67738.275,67.738275,9,52.3849383,4.5390650,36.50,131.42,81.66,3.30,329.52,0.13,-1.07,-47.62,-270.76,,,
50,45831.000,67745.649,67.745649,9,52.3849967,4.5390133,36.34,130.81,81.28,3.60,332.62,-0.09,-1.00,-51.13,-264.27,,,
50,45831.200,67752.986,67.752986,9,52.3850567,4.5389683,36.66,131.99,82.02,3.70,335.96,0.17,-1.09,-54.18,-257.60,,,
50,45831.400,67760.404,67.760404,9,52.3851183,4.5389267,36.97,133.10,82.71,3.70,339.32,0.16,-1.11,-57.01,-250.74,,,
50,45831.600,67767.873,67.767873,9,52.3851817,4.5388900,36.71,132.16,82.12,3.70,341.67,-0.13,-0.77,-59.50,-243.70,,,
50,45831.800,67775.413,67.775413,9,52.3852467,4.5388583,37.13,133.68,83.06,3.70,344.56,0.22,-0.95,-61.65,-236.47,,,
50,45832.000,67783.018,67.783018,8,52.3853133,4.5388333,37.15,133.73,83.10,3.80,347.41,0.01,-0.94,-63.34,-229.06,,,
50,45832.200,67790.736,67.790736,8,52.3853817,4.5388133,37.32,134.34,83.48,3.80,350.27,0.09,-0.95,-64.70,-221.46,,,
50,45832.400,67798.219,67.798219,8,52.3854483,4.5387983,37.49,134.97,83.87,3.90,352.86,0.09,-0.86,-65.72,-214.05,,,
50,45832.600,67805.847,67.805847,8,52.3855167,4.5387883,37.70,135.73,84.34,3.90,355.40,0.11,-0.85,-66.40,-206.45,,,
50,45832.800,67813.453,67.813453,8,52.3855850,4.5387833,37.92,136.51,84.82,3.90,357.51,0.11,-0.71,-66.73,-198.85,,,
50,45833.000,67821.240,67.821240,8,52.3856550,4.5387800,38.04,136.94,85.09,3.80,359.59,0.06,-0.70,-66.96,-191.07,,,
50,45833.200,67829.025,67.829025,7,52.3857250,4.5387817,38.07,137.07,85.17,3.70,1.86,0.02,-0.77,-66.85,-183.29,,,
50,45833.400,67836.637,67.836637,7,52.3857933,4.5387883,38.32,137.96,85.72,3.80,4.16,0.13,-0.78,-66.40,-175.69,,,
50,45833.600,67844.460,67.844460,7,52.3858633,4.5388000,38.55,138.77,86.23,3.80,6.40,0.12,-0.77,-65.60,-167.90,,,
50,45833.800,67852.310,67.852310,7,52.3859333,4.5388150,38.40,138.25,85.91,3.90,8.64,-0.07,-0.77,-64.59,-160.12,,,
50,45834.000,67860.211,67.860211,7,52.3860033,4.5388350,38.52,138.68,86.17,3.90,10.86,0.06,-0.76,-63.23,-152.34,,,
50,45834.200,67868.178,67.868178,7,52.3860733,4.5388600,38.64,139.10,86.44,3.80,12.90,0.06,-0.70,-61.53,-144.55,,,
50,45834.400,67876.195,67.876195,7,52.3861433,4.5388883,38.84,139.81,86.87,3.70,14.73,0.10,-0.63,-59.61,-136.77,,,
50,45834.600,67884.092,67.884092,7,52.3862117,4.5389200,39.04,140.55,87.33,3.70,16.60,0.11,-0.65,-57.46,-129.17,,,
50,45834.800,67891.876,67.891876,7,52.3862783,4.5389550,39.08,140.68,87.41,3.70,18.04,0.02,-0.50,-55.08,-121.76,,,
50,45835.000,67899.907,67.899907,7,52.3863467,4.5389933,39.33,141.60,87.99,3.60,19.25,0.13,-0.42,-52.48,-114.16,,,
50,45835.200,67907.976,67.907976,7,52.3864150,4.5390333,39.43,141.94,88.20,3.50,20.60,0.05,-0.47,-49.77,-106.56,,,
50,45835.400,67915.951,67.915951,7,52.3864817,4.5390767,39.51,142.25,88.39,3.50,21.94,0.04,-0.47,-46.83,-99.15,,,
50,45835.600,67924.012,67.924012,7,52.3865483,4.5391233,39.72,143.01,88.86,3.40,22.52,0.11,-0.20,-43.66,-91.74,,,
50,45835.800,67932.201,67.932201,7,52.3866167,4.5391683,39.94,143.77,89.33,3.20,23.14,0.11,-0.22,-40.61,-84.14,,,
50,45836.000,67940.263,67.940263,7,52.3866833,4.5392150,39.98,143.92,89.43,3.00,23.15,0.02,-0.00,-37.44,-76.72,,,
50,45836.200,67948.324,67.948324,7,52.3867500,4.5392617,40.26,144.92,90.05,2.90,23.07,0.14,0.03,-34.27,-69.31,,,
50,45836.400,67956.556,67.956556,7,52.3868183,4.5393083,40.48,145.74,90.56,2.90,23.06,0.12,0.00,-31.10,-61.71,,,
