This file is created using RaceChrono v4.3.6 ( http://www.racechrono.com/ ).

Session title,"Zandvoort"
Session type,Lap timing
Track name,"Zandvoort"
Driver name,
Export scope,Fragment 2
Created,27/06/2013,07:31
Note,

Lap #,Timestamp (s),Distance (m),Distance (km),Locked satellites,Latitude (deg),Longitude (deg),Speed (m/s),Speed (kph),Speed (mph),Altitude (m),Bearing (deg),Longitudinal Acceleration (G),Lateral Acceleration (G),X-position (m),Y-position (m),RPM (rpm),Throttle Position (%),Trap name
N/A,43718.400,3946.112,3.946112,8,52.3873733,4.5397667,43.06,155.03,96.33,-0.50,24.12,0.08,0.09,-0.00,-0.00,,,
N/A,43718.600,3954.819,3.954819,8,52.3874450,4.5398183,43.23,155.62,96.70,-0.50,24.23,0.08,-0.04,3.51,7.97,,,
N/A,43718.800,3963.571,3.963571,8,52.3875167,4.5398717,43.52,156.66,97.34,-0.60,23.86,0.15,0.14,7.13,15.94,,,
N/A,43719.000,3972.323,3.972323,9,52.3875883,4.5399250,43.85,157.86,98.09,-0.60,23.60,0.17,0.10,10.75,23.91,,,
N/A,43719.200,3981.415,3.981415,9,52.3876633,4.5399783,44.23,159.22,98.93,-0.60,23.40,0.19,0.08,14.36,32.25,,,
36,43719.318,3986.652,3.986652,9,52.3877067,4.5400088,44.23,159.22,98.93,-0.66,23.26,0.08,0.06,16.43,37.06,,,Start/Finish
36,43719.400,3990.291,3.990291,9,52.3877367,4.5400300,44.23,159.22,98.93,-0.70,23.26,0.00,0.06,17.87,40.40,,,
36,43719.600,3999.212,3.999212,8,52.3878100,4.5400833,44.57,160.44,99.69,-0.70,22.87,0.17,0.15,21.49,48.56,,,
36,43719.800,4008.259,4.008259,8,52.3878850,4.5401350,44.77,161.18,100.15,-0.70,22.68,0.11,0.08,25.00,56.89,,,
36,43720.000,4017.306,4.017306,8,52.3879600,4.5401867,45.05,162.18,100.77,-0.70,22.48,0.14,0.08,28.50,65.23,,,
36,43720.200,4026.524,4.026524,9,52.3880367,4.5402383,45.22,162.79,101.15,-0.70,22.32,0.09,0.06,32.01,73.76,,,
36,43720.400,4035.741,4.035741,9,52.3881133,4.5402900,45.58,164.07,101.95,-0.70,22.07,0.18,0.10,35.52,82.28,,,
36,43720.600,4044.959,4.044959,8,52.3881900,4.5403417,45.83,164.98,102.51,-0.70,21.89,0.13,0.07,39.02,90.81,,,
36,43720.800,4054.349,4.054349,8,52.3882683,4.5403933,46.09,165.92,103.10,-0.60,21.92,0.13,-0.01,42.53,99.52,,,
36,43721.000,4063.738,4.063738,8,52.3883467,4.5404450,46.33,166.77,103.63,-0.70,21.78,0.12,0.06,46.03,108.23,,,
36,43721.200,4073.128,4.073128,8,52.3884250,4.5404967,46.54,167.55,104.11,-0.70,21.73,0.11,0.02,49.54,116.94,,,
36,43721.400,4082.731,4.082731,8,52.3885050,4.5405500,46.87,168.74,104.85,-0.70,21.76,0.17,-0.01,53.16,125.84,,,
36,43721.600,4092.164,4.092164,8,52.3885833,4.5406033,46.89,168.81,104.89,-0.70,21.64,0.01,0.05,56.78,134.55,,,
36,43721.800,4101.553,4.101553,8,52.3886617,4.5406550,47.17,169.81,105.51,-0.70,21.87,0.14,-0.10,60.29,143.26,,,
36,43722.000,4111.200,4.111200,8,52.3887417,4.5407100,47.56,171.20,106.38,-0.50,23.22,0.20,-0.57,64.02,152.15,,,
36,43722.200,4120.676,4.120676,8,52.3888200,4.5407650,47.24,170.07,105.68,-0.50,22.37,-0.16,0.36,67.75,160.86,,,
36,43722.400,4130.323,4.130323,8,52.3889000,4.5408200,47.54,171.16,106.36,-0.50,22.38,0.15,-0.00,71.48,169.76,,,
36,43722.600,4139.927,4.139927,8,52.3889800,4.5408733,48.01,172.83,107.39,-0.50,22.24,0.24,0.06,75.10,178.65,,,
36,43722.800,4149.745,4.149745,8,52.3890617,4.5409283,48.21,173.57,107.85,-0.50,22.21,0.11,0.01,78.83,187.73,,,
36,43723.000,4159.349,4.159349,8,52.3891417,4.5409817,48.39,174.22,108.25,-0.40,22.17,0.09,0.02,82.45,196.63,,,
36,43723.200,4169.167,4.169167,8,52.3892233,4.5410367,48.58,174.88,108.67,-0.40,22.11,0.09,0.03,86.19,205.71,,,
36,43723.400,4178.942,4.178942,8,52.3893050,4.5410900,48.72,175.38,108.98,-0.40,22.16,0.07,-0.02,89.81,214.79,,,
36,43723.600,4188.718,4.188718,8,52.3893867,4.5411433,49.07,176.64,109.76,-0.40,21.80,0.18,0.16,93.42,223.87,,,
36,43723.800,4198.624,4.198624,8,52.3894683,4.5412017,49.04,176.55,109.70,-0.40,22.15,-0.01,-0.15,97.38,232.95,,,
36,43724.000,4208.486,4.208486,8,52.3895500,4.5412583,48.74,175.48,109.04,-0.60,22.62,-0.15,-0.20,101.23,242.03,,,
36,43724.200,4218.392,4.218392,7,52.3896317,4.5413167,49.40,177.83,110.50,-0.70,21.87,0.33,0.33,105.19,251.12,,,
36,43724.400,4228.254,4.228254,7,52.3897133,4.5413733,49.52,178.25,110.76,-0.70,21.77,0.06,0.04,109.03,260.20,,,
36,43724.600,4238.286,4.238286,8,52.3897967,4.5414300,49.62,178.64,111.00,-0.80,21.86,0.06,-0.04,112.88,269.46,,,
36,43724.800,4248.234,4.248234,8,52.3898800,4.5414833,49.86,179.51,111.54,-0.90,21.66,0.12,0.09,116.50,278.73,,,
36,43725.000,4258.396,4.258396,8,52.3899650,4.5415383,49.77,179.16,111.33,-1.00,21.41,-0.05,0.11,120.23,288.18,,,
36,43725.200,4268.344,4.268344,8,52.3900483,4.5415917,49.39,177.81,110.49,-1.00,21.29,-0.19,0.05,123.85,297.45,,,
36,43725.400,4278.292,4.278292,8,52.3901317,4.5416450,49.08,176.68,109.78,-1.10,21.41,-0.16,-0.05,127.47,306.71,,,
36,43725.600,4288.240,4.288240,8,52.3902150,4.5416983,48.67,175.20,108.86,-1.10,21.43,-0.21,-0.01,131.09,315.98,,,
36,43725.800,4297.974,4.297974,8,52.3902967,4.5417500,48.21,173.57,107.85,-1.20,21.38,-0.23,0.02,134.59,325.06,,,
36,43726.000,4307.750,4.307750,8,52.3903783,4.5418033,47.79,172.03,106.90,-1.20,21.30,-0.22,0.03,138.21,334.14,,,
36,43726.200,4317.270,4.317270,8,52.3904583,4.5418533,47.46,170.87,106.17,-1.10,21.33,-0.17,-0.01,141.61,343.04,,,
36,43726.400,4326.791,4.326791,8,52.3905383,4.5419033,47.01,169.24,105.16,-1.10,21.35,-0.23,-0.01,145.00,351.93,,,
36,43726.600,4336.139,4.336139,8,52.3906167,4.5419533,46.58,167.70,104.20,-1.10,21.44,-0.22,-0.04,148.39,360.64,,,
36,43726.800,4345.314,4.345314,8,52.3906933,4.5420033,45.83,165.00,102.52,-1.20,21.51,-0.38,-0.03,151.78,369.17,,,
36,43727.000,4354.489,4.354489,8,52.3907700,4.5420533,44.94,161.77,100.52,-1.10,21.66,-0.46,-0.06,155.18,377.69,,,
36,43727.200,4363.279,4.363279,8,52.3908433,4.5421017,43.86,157.90,98.12,-1.10,21.68,-0.55,-0.01,158.46,385.85,,,
36,43727.400,4371.896,4.371896,8,52.3909150,4.5421500,42.78,154.01,95.70,-1.10,21.84,-0.55,-0.06,161.74,393.82,,,
36,43727.600,4380.430,4.380430,8,52.3909867,4.5421950,41.45,149.22,92.72,-1.00,21.96,-0.68,-0.04,164.79,401.78,,,
36,43727.800,4388.448,4.388448,8,52.3910533,4.5422400,40.27,144.96,90.07,-0.90,21.84,-0.60,0.04,167.84,409.20,,,
36,43728.000,4396.381,4.396381,8,52.3911200,4.5422817,38.60,138.97,86.35,-0.80,21.94,-0.85,-0.03,170.67,416.61,,,
36,43728.200,4403.970,4.403970,8,52.3911833,4.5423233,36.76,132.34,82.23,-0.60,22.09,-0.94,-0.05,173.50,423.65,,,
36,43728.400,4410.959,4.410959,8,52.3912417,4.5423617,34.65,124.73,77.51,-0.50,22.29,-1.08,-0.06,176.10,430.14,,,
36,43728.600,4417.947,4.417947,8,52.3913000,4.5424000,33.56,120.81,75.06,-0.40,22.68,-0.56,-0.12,178.70,436.63,,,
36,43728.800,4424.550,4.424550,8,52.3913550,4.5424367,32.67,117.62,73.09,-0.20,22.88,-0.45,-0.06,181.19,442.74,,,
36,43729.000,4431.026,4.431026,8,52.3914083,4.5424750,31.20,112.31,69.78,-0.20,23.25,-0.75,-0.10,183.79,448.67,,,
36,43729.200,4437.117,4.437117,8,52.3914583,4.5425117,29.80,107.27,66.65,-0.10,23.90,-0.71,-0.17,186.28,454.23,,,
36,43729.400,4442.823,4.442823,8,52.3915050,4.5425467,28.67,103.21,64.13,0.00,25.15,-0.57,-0.32,188.65,459.42,,,
36,43729.600,4448.362,4.448362,8,52.3915500,4.5425817,27.90,100.45,62.42,0.00,26.36,-0.39,-0.30,191.03,464.42,,,
36,43729.800,4453.785,4.453785,8,52.3915933,4.5426183,26.78,96.40,59.90,0.10,28.18,-0.57,-0.43,193.52,469.24,,,
36,43730.000,4458.882,4.458882,8,52.3916333,4.5426550,25.34,91.21,56.68,0.20,30.53,-0.73,-0.53,196.01,473.69,,,
36,43730.200,4463.658,4.463658,8,52.3916700,4.5426917,23.89,86.01,53.44,0.20,33.37,-0.74,-0.60,198.49,477.77,,,
36,43730.400,4468.339,4.468339,8,52.3917050,4.5427300,22.44,80.77,50.19,0.20,36.37,-0.74,-0.60,201.10,481.66,,,
36,43730.600,4472.569,4.472569,8,52.3917350,4.5427683,21.30,76.69,47.65,0.40,39.85,-0.58,-0.66,203.70,485.00,,,
36,43730.800,4476.728,4.476728,8,52.3917633,4.5428083,20.68,74.43,46.25,0.50,44.58,-0.32,-0.87,206.41,488.15,,,
36,43731.000,4480.904,4.480904,8,52.3917900,4.5428517,20.38,73.36,45.58,0.60,49.95,-0.15,-0.97,209.35,491.11,,,
36,43731.200,4484.883,4.484883,8,52.3918117,4.5428983,19.66,70.78,43.98,0.60,57.01,-0.36,-1.23,212.52,493.52,,,
36,43731.400,4488.848,4.488848,8,52.3918283,4.5429500,19.24,69.28,43.05,0.70,62.84,-0.21,-1.00,216.02,495.37,,,
36,43731.600,4492.833,4.492833,8,52.3918433,4.5430033,19.27,69.36,43.10,0.70,69.15,0.01,-1.08,219.64,497.04,,,
36,43731.800,4496.619,4.496619,8,52.3918533,4.5430567,19.25,69.30,43.06,0.80,75.44,-0.01,-1.08,223.26,498.15,,,
36,43732.000,4500.424,4.500424,8,52.3918600,4.5431117,19.61,70.60,43.87,0.80,82.13,0.18,-1.17,227.00,498.89,,,
36,43732.200,4504.274,4.504274,8,52.3918617,4.5431683,19.72,71.01,44.12,0.80,88.24,0.06,-1.07,230.84,499.08,,,
36,43732.400,4508.350,4.508350,8,52.3918600,4.5432283,20.05,72.17,44.85,0.80,94.45,0.17,-1.11,234.91,498.89,,,
36,43732.600,4512.571,4.512571,8,52.3918550,4.5432900,20.59,74.12,46.05,0.70,100.50,0.28,-1.11,239.10,498.34,,,
36,43732.800,4516.747,4.516747,8,52.3918467,4.5433500,20.98,75.54,46.94,0.60,106.19,0.20,-1.06,243.17,497.41,,,
36,43733.000,4521.080,4.521080,8,52.3918333,4.5434100,21.34,76.82,47.73,0.60,111.68,0.18,-1.04,247.24,495.93,,,
36,43733.200,4525.432,4.525432,9,52.3918150,4.5434667,21.70,78.12,48.54,0.50,118.17,0.18,-1.25,251.09,493.89,,,
36,43733.400,4529.776,4.529776,9,52.3917950,4.5435217,21.93,78.93,49.05,0.40,122.66,0.12,-0.88,254.82,491.67,,,
36,43733.600,4534.251,4.534251,9,52.3917700,4.5435733,22.08,79.47,49.38,0.30,128.90,0.08,-1.23,258.32,488.89,,,
36,43733.800,4538.672,4.538672,9,52.3917433,4.5436217,22.26,80.15,49.81,0.30,133.97,0.10,-1.00,261.60,485.92,,,
36,43734.000,4542.982,4.542982,9,52.3917150,4.5436650,22.43,80.75,50.17,0.30,139.00,0.08,-1.00,264.55,482.77,,,
36,43734.200,4547.576,4.547576,9,52.3916817,4.5437050,22.74,81.86,50.86,0.30,144.61,0.16,-1.13,267.26,479.06,,,
36,43734.400,4552.294,4.552294,9,52.3916450,4.5437400,22.57,81.25,50.49,0.30,149.91,-0.09,-1.06,269.64,474.99,,,
36,43734.600,4556.970,4.556970,9,52.3916067,4.5437683,22.53,81.12,50.40,0.40,155.09,-0.02,-1.04,271.56,470.73,,,
36,43734.800,4561.558,4.561558,9,52.3915683,4.5437933,22.83,82.17,51.06,0.30,159.88,0.15,-0.97,273.25,466.46,,,
36,43735.000,4566.386,4.566386,9,52.3915267,4.5438133,23.03,82.92,51.52,0.30,166.13,0.11,-1.28,274.61,461.83,,,
36,43735.200,4571.269,4.571269,9,52.3914833,4.5438250,23.55,84.78,52.68,0.20,170.39,0.26,-0.89,275.40,457.01,,,
36,43735.400,4576.120,4.576120,9,52.3914400,4.5438333,23.65,85.14,52.90,0.10,175.08,0.05,-0.99,275.97,452.19,,,
36,43735.600,4581.124,4.581124,9,52.3913950,4.5438333,24.35,87.67,54.48,0.10,179.66,0.36,-0.99,275.97,447.19,,,
36,43735.800,4586.139,4.586139,8,52.3913500,4.5438283,24.90,89.64,55.70,0.00,184.31,0.28,-1.03,275.63,442.19,,,
36,43736.000,4591.389,4.591389,8,52.3913033,4.5438167,25.53,91.90,57.10,0.00,188.51,0.32,-0.95,274.84,437.00,,,
36,43736.200,4596.700,4.596700,8,52.3912567,4.5438000,26.10,93.95,58.38,0.00,192.15,0.29,-0.85,273.71,431.81,,,
36,43736.400,4602.271,4.602271,8,52.3912083,4.5437783,26.63,95.86,59.57,-0.20,195.34,0.27,-0.76,272.24,426.43,,,
36,43736.600,4607.731,4.607731,8,52.3911617,4.5437533,27.25,98.10,60.96,-0.30,198.12,0.32,-0.67,270.54,421.24,,,
36,43736.800,4613.305,4.613305,8,52.3911150,4.5437233,27.70,99.71,61.96,-0.40,201.04,0.23,-0.72,268.51,416.05,,,
36,43737.000,4618.966,4.618966,8,52.3910683,4.5436900,28.30,101.90,63.32,-0.60,203.26,0.31,-0.56,266.24,410.87,,,
36,43737.200,4624.888,4.624888,8,52.3910200,4.5436533,28.91,104.08,64.67,-0.80,205.15,0.31,-0.49,263.76,405.49,,,
36,43737.400,4630.693,4.630693,8,52.3909733,4.5436150,29.44,105.99,65.86,-1.00,205.62,0.27,-0.12,261.15,400.30,,,
36,43737.600,4636.663,4.636663,8,52.3909250,4.5435767,29.95,107.81,66.99,-1.10,205.69,0.26,-0.02,258.55,394.93,,,
36,43737.800,4642.684,4.642684,8,52.3908767,4.5435367,30.51,109.83,68.24,-1.30,205.43,0.29,0.07,255.84,389.55,,,
36,43738.000,4648.922,4.648922,8,52.3908267,4.5434950,31.03,111.71,69.41,-1.40,205.19,0.27,0.07,253.01,383.99,,,
36,43738.200,4655.276,4.655276,8,52.3907750,4.5434550,31.41,113.07,70.26,-1.60,204.88,0.19,0.09,250.30,378.25,,,
36,43738.400,4661.630,4.661630,8,52.3907233,4.5434150,31.39,112.99,70.21,-1.80,204.42,-0.01,0.13,247.58,372.50,,,
36,43738.600,4667.817,4.667817,8,52.3906733,4.5433750,31.26,112.55,69.93,-2.00,204.46,-0.06,-0.01,244.87,366.94,,,
36,43738.800,4674.123,4.674123,8,52.3906217,4.5433367,31.78,114.40,71.08,-2.10,203.61,0.26,0.24,242.27,361.20,,,
36,43739.000,4680.646,4.680646,8,52.3905683,4.5432967,32.31,116.32,72.28,-2.30,203.06,0.27,0.16,239.55,355.27,,,
36,43739.200,4687.077,4.687077,8,52.3905150,4.5432600,32.64,117.49,73.00,-2.40,202.07,0.17,0.29,237.06,349.34,,,
36,43739.400,4693.679,4.693679,9,52.3904600,4.5432233,33.14,119.29,74.12,-2.50,201.46,0.25,0.18,234.58,343.22,,,
36,43739.600,4700.413,4.700413,9,52.3904033,4.5431883,33.48,120.55,74.90,-2.50,199.97,0.18,0.44,232.20,336.92,,,
36,43739.800,4707.321,4.707321,9,52.3903450,4.5431533,33.87,121.92,75.76,-2.50,198.76,0.19,0.36,229.83,330.43,,,
36,43740.000,4714.119,4.714119,8,52.3902867,4.5431233,34.22,123.18,76.54,-2.50,196.61,0.18,0.65,227.79,323.95,,,
36,43740.200,4721.062,4.721062,8,52.3902267,4.5430950,34.62,124.62,77.44,-2.50,195.06,0.20,0.48,225.87,317.28,,,
36,43740.400,4727.946,4.727946,8,52.3901667,4.5430700,34.98,125.94,78.25,-2.40,193.03,0.19,0.63,224.17,310.60,,,
36,43740.600,4735.164,4.735164,8,52.3901033,4.5430467,35.42,127.51,79.23,-2.40,191.38,0.22,0.52,222.59,303.56,,,
36,43740.800,4742.336,4.742336,8,52.3900400,4.5430267,37.09,133.51,82.96,-2.20,190.22,0.85,0.38,221.23,296.52,,,
36,43741.000,4749.853,4.749853,8,52.3899733,4.5430083,36.41,131.07,81.44,-2.20,187.34,-0.35,0.93,219.99,289.11,,,
36,43741.200,4757.335,4.757335,9,52.3899067,4.5429933,36.93,132.94,82.60,-2.20,185.70,0.27,0.54,218.97,281.69,,,
36,43741.400,4764.791,4.764791,9,52.3898400,4.5429817,36.93,132.96,82.61,-2.20,184.39,0.00,0.43,218.18,274.28,,,
36,43741.600,4772.235,4.772235,9,52.3897733,4.5429717,36.07,129.86,80.69,-2.10,183.55,-0.44,0.27,217.50,266.87,,,
36,43741.800,4779.291,4.779291,9,52.3897100,4.5429650,34.22,123.18,76.54,-2.00,183.00,-0.95,0.17,217.05,259.83,,,
36,43742.000,4785.972,4.785972,9,52.3896500,4.5429600,32.03,115.30,71.65,-1.90,182.79,-1.11,0.06,216.71,253.15,,,
36,43742.200,4792.282,4.792282,9,52.3895933,4.5429550,30.17,108.60,67.48,-1.80,182.83,-0.95,-0.01,216.37,246.85,,,
36,43742.400,4798.230,4.798230,9,52.3895400,4.5429483,28.71,103.34,64.21,-1.60,184.05,-0.74,-0.31,215.92,240.92,,,
36,43742.600,4803.818,4.803818,8,52.3894900,4.5429400,27.60,99.34,61.73,-1.40,185.89,-0.57,-0.45,215.35,235.36,,,
36,43742.800,4809.250,4.809250,9,52.3894417,4.5429283,26.29,94.64,58.80,-1.10,188.32,-0.67,-0.57,214.56,229.99,,,
36,43743.000,4814.518,4.814518,9,52.3893950,4.5429150,25.40,91.43,56.81,-0.80,190.36,-0.45,-0.46,213.66,224.80,,,
36,43743.200,4819.443,4.819443,9,52.3893517,4.5429000,25.52,91.88,57.09,-0.60,193.37,0.06,-0.68,212.64,219.98,,,
36,43743.400,4824.449,4.824449,9,52.3893083,4.5428800,24.36,87.69,54.49,-0.40,200.02,-0.59,-1.44,211.28,215.16,,,
36,43743.600,4829.209,4.829209,8,52.3892683,4.5428550,23.86,85.90,53.37,-0.10,204.07,-0.25,-0.86,209.58,210.71,,,
36,43743.800,4833.983,4.833983,7,52.3892300,4.5428233,24.42,87.90,54.62,0.10,208.03,0.28,-0.86,207.43,206.45,,,
36,43744.000,4838.918,4.838918,7,52.3891917,4.5427867,24.74,89.08,55.35,0.40,212.58,0.17,-1.00,204.95,202.19,,,
36,43744.200,4843.880,4.843880,8,52.3891550,4.5427450,24.72,88.99,55.29,0.60,216.42,-0.01,-0.84,202.12,198.11,,,
36,43744.400,4848.827,4.848827,8,52.3891200,4.5427000,25.18,90.66,56.33,0.80,220.00,0.24,-0.80,199.07,194.22,,,
36,43744.600,4853.852,4.853852,8,52.3890867,4.5426500,25.43,91.56,56.89,1.10,223.83,0.13,-0.87,195.67,190.51,,,
36,43744.800,4859.112,4.859112,8,52.3890533,4.5425950,25.74,92.67,57.59,1.30,226.78,0.16,-0.68,191.94,186.81,,,
36,43745.000,4864.289,4.864289,8,52.3890233,4.5425367,26.04,93.73,58.24,1.50,230.35,0.15,-0.83,187.98,183.47,,,
36,43745.200,4869.437,4.869437,8,52.3889950,4.5424767,26.36,94.90,58.97,1.50,233.22,0.17,-0.67,183.91,180.32,,,
36,43745.400,4874.658,4.874658,8,52.3889683,4.5424133,26.75,96.30,59.84,1.60,236.78,0.20,-0.85,179.61,177.36,,,
36,43745.600,4880.065,4.880065,8,52.3889433,4.5423450,27.03,97.32,60.47,1.60,239.56,0.14,-0.67,174.97,174.58,,,
36,43745.800,4885.478,4.885478,8,52.3889200,4.5422750,27.47,98.90,61.45,1.60,242.02,0.22,-0.60,170.22,171.98,,,
36,43746.000,4891.007,4.891007,8,52.3888983,4.5422017,27.81,100.12,62.21,1.60,244.88,0.17,-0.71,165.25,169.57,,,
36,43746.200,4896.561,4.896561,8,52.3888783,4.5421267,28.21,101.55,63.10,1.60,247.40,0.20,-0.63,160.16,167.35,,,
36,43746.400,4902.149,4.902149,8,52.3888600,4.5420500,28.66,103.19,64.12,1.40,249.43,0.23,-0.52,154.95,165.31,,,
36,43746.600,4908.054,4.908054,8,52.3888417,4.5419683,29.13,104.86,65.16,1.30,251.05,0.24,-0.42,149.41,163.27,,,
36,43746.800,4913.842,4.913842,8,52.3888267,4.5418867,29.46,106.05,65.89,1.20,252.79,0.17,-0.46,143.87,161.60,,,
36,43747.000,4919.793,4.919793,8,52.3888100,4.5418033,29.54,106.36,66.09,1.10,253.84,0.04,-0.28,138.22,159.75,,,
36,43747.200,4925.530,4.925530,8,52.3887967,4.5417217,28.77,103.58,64.36,1.00,253.99,-0.39,-0.04,132.67,158.27,,,
36,43747.400,4931.049,4.931049,8,52.3887833,4.5416433,27.02,97.27,60.44,0.90,254.03,-0.89,-0.01,127.36,156.78,,,
36,43747.600,4936.241,4.936241,8,52.3887700,4.5415700,25.78,92.82,57.68,0.80,253.57,-0.63,0.11,122.38,155.30,,,
36,43747.800,4941.275,4.941275,8,52.3887583,4.5414983,24.67,88.82,55.19,0.60,253.05,-0.57,0.11,117.52,154.00,,,
36,43748.000,4945.928,4.945928,8,52.3887450,4.5414333,23.28,83.80,52.07,0.50,251.67,-0.71,0.29,113.11,152.52,,,
36,43748.200,4950.310,4.950310,8,52.3887333,4.5413717,21.94,78.97,49.07,0.40,249.27,-0.68,0.47,108.92,151.23,,,
36,43748.400,4954.431,4.954431,8,52.3887200,4.5413150,20.54,73.95,45.95,0.40,246.73,-0.71,0.46,105.08,149.74,,,
36,43748.600,4958.416,4.958416,8,52.3887050,4.5412617,19.48,70.12,43.57,0.50,243.78,-0.54,0.51,101.46,148.07,,,
36,43748.800,4962.184,4.962184,8,52.3886883,4.5412133,18.86,67.91,42.20,0.30,238.56,-0.31,0.88,98.18,146.22,,,
36,43749.000,4965.950,4.965950,8,52.3886700,4.5411667,18.66,67.17,41.74,0.10,233.82,-0.10,0.79,95.01,144.18,,,
36,43749.200,4969.637,4.969637,8,52.3886500,4.5411233,18.66,67.17,41.74,0.20,229.52,0.00,0.71,92.07,141.96,,,
36,43749.400,4973.266,4.973266,8,52.3886283,4.5410833,18.77,67.56,41.98,0.00,223.34,0.06,1.03,89.35,139.55,,,
36,43749.600,4976.923,4.976923,8,52.3886033,4.5410483,18.40,66.25,41.16,0.00,216.19,-0.19,1.17,86.98,136.77,,,
36,43749.800,4980.674,4.980674,8,52.3885750,4.5410183,18.26,65.75,40.85,-0.10,210.18,-0.07,0.98,84.94,133.62,,,
36,43750.000,4984.319,4.984319,8,52.3885450,4.5409967,17.88,64.36,39.99,-0.40,202.22,-0.20,1.27,83.47,130.28,,,
36,43750.200,4988.018,4.988018,8,52.3885133,4.5409800,18.56,66.80,41.51,-0.50,195.25,0.35,1.15,82.34,126.76,,,
36,43750.400,4991.446,4.991446,8,52.3884833,4.5409683,18.87,67.93,42.21,-0.20,188.63,0.16,1.11,81.55,123.43,,,
36,43750.600,4995.160,4.995160,8,52.3884500,4.5409650,19.26,69.32,43.07,-0.20,182.16,0.20,1.11,81.32,119.72,,,
36,43750.800,4999.243,4.999243,8,52.3884133,4.5409683,19.60,70.56,43.84,-0.20,175.02,0.18,1.24,81.55,115.64,,,
36,43751.000,5003.011,5.003011,8,52.3883800,4.5409783,19.79,71.23,44.26,-0.30,168.20,0.09,1.20,82.23,111.94,,,
36,43751.200,5007.097,5.007097,7,52.3883450,4.5409967,20.21,72.75,45.20,-0.30,161.12,0.21,1.27,83.47,108.04,,,
36,43751.400,5011.222,5.011222,8,52.3883117,4.5410233,20.70,74.51,46.30,-0.40,154.46,0.25,1.23,85.28,104.34,,,
36,43751.600,5015.564,5.015564,8,52.3882783,4.5410567,20.96,75.47,46.90,-0.60,148.04,0.14,1.20,87.54,100.63,,,
36,43751.800,5019.865,5.019865,8,52.3882483,4.5410967,21.17,76.21,47.35,-0.60,141.17,0.10,1.29,90.26,97.30,,,
36,43752.000,5024.332,5.024332,8,52.3882200,4.5411433,21.70,78.12,48.54,-0.60,135.25,0.27,1.14,93.43,94.15,,,
36,43752.200,5028.838,5.028838,8,52.3881933,4.5411933,21.93,78.93,49.05,-0.50,129.09,0.12,1.20,96.82,91.18,,,
36,43752.400,5033.186,5.033186,8,52.3881717,4.5412467,21.92,78.91,49.03,-0.30,122.63,-0.00,1.26,100.44,88.77,,,
36,43752.600,5037.727,5.037727,8,52.3881517,4.5413050,22.40,80.65,50.12,-0.10,117.51,0.25,1.02,104.40,86.55,,,
36,43752.800,5042.407,5.042407,8,52.3881350,4.5413683,22.56,81.21,50.46,0.20,111.50,0.08,1.21,108.70,84.69,,,
36,43753.000,5047.005,5.047005,8,52.3881233,4.5414333,22.86,82.30,51.14,0.40,105.24,0.15,1.27,113.11,83.40,,,
36,43753.200,5051.774,5.051774,8,52.3881133,4.5415017,23.32,83.93,52.15,0.60,101.08,0.23,0.86,117.74,82.28,,,
36,43753.400,5056.557,5.056557,8,52.3881083,4.5415717,23.69,85.28,52.99,0.80,96.03,0.19,1.06,122.49,81.73,,,
36,43753.600,5061.537,5.061537,8,52.3881067,4.5416450,24.10,86.75,53.90,1.00,91.74,0.21,0.92,127.47,81.54,,,
36,43753.800,5066.400,5.066400,8,52.3881067,4.5417167,24.56,88.42,54.94,1.10,89.10,0.24,0.58,132.33,81.54,,,
36,43754.000,5071.503,5.071503,8,52.3881100,4.5417917,24.84,89.41,55.56,1.30,85.50,0.14,0.80,137.42,81.91,,,
36,43754.200,5076.624,5.076624,7,52.3881150,4.5418667,25.41,91.47,56.84,1.50,81.99,0.29,0.79,142.51,82.47,,,
36,43754.400,5081.767,5.081767,7,52.3881217,4.5419417,25.82,92.95,57.76,1.80,79.61,0.21,0.55,147.60,83.21,,,
36,43754.600,5086.977,5.086977,7,52.3881317,4.5420167,26.42,95.10,59.09,1.90,77.52,0.30,0.49,152.69,84.32,,,
36,43754.800,5092.449,5.092449,8,52.3881433,4.5420950,26.83,96.58,60.01,2.10,75.18,0.21,0.56,158.01,85.62,,,
36,43755.000,5097.859,5.097859,9,52.3881567,4.5421717,27.29,98.25,61.05,2.30,73.12,0.24,0.50,163.21,87.10,,,
36,43755.200,5103.430,5.103430,9,52.3881717,4.5422500,27.78,100.01,62.14,2.60,71.70,0.25,0.35,168.53,88.77,,,
36,43755.400,5109.060,5.109060,9,52.3881883,4.5423283,28.29,101.84,63.28,2.80,70.38,0.26,0.33,173.84,90.62,,,
36,43755.556,5113.583,5.113583,9,52.3882027,4.5423907,28.56,102.81,63.88,2.96,70.11,0.19,0.13,178.07,92.22,,,Split 1
36,43755.600,5114.859,5.114859,9,52.3882067,4.5424083,28.63,103.08,64.05,3.00,70.11,0.18,0.07,179.27,92.66,,,
36,43755.800,5120.703,5.120703,9,52.3882233,4.5424900,29.16,104.99,65.24,3.30,69.61,0.27,0.13,184.82,94.52,,,
36,43756.000,5126.780,5.126780,8,52.3882433,4.5425733,29.58,106.49,66.17,3.60,69.73,0.21,-0.03,190.47,96.74,,,
36,43756.200,5132.685,5.132685,8,52.3882617,4.5426550,29.96,107.86,67.02,3.90,69.91,0.19,-0.05,196.01,98.78,,,
